,sentiment
18150,negative
18151,negative
18152,neutral
18153,neutral
18154,positive
18155,neutral
18156,neutral
18157,neutral
18158,neutral
18159,neutral
18160,neutral
18161,neutral
18162,neutral
18163,negative
18164,neutral
18165,positive
18166,negative
18167,neutral
18168,negative
18169,neutral
18170,neutral
18171,neutral
18172,neutral
18173,positive
18174,neutral
18175,neutral
18176,positive
18177,neutral
18178,neutral
18179,negative
18180,neutral
18181,neutral
18182,negative
18183,neutral
18184,neutral
18185,negative
18186,negative
18187,negative
18188,neutral
18189,neutral
18190,neutral
18191,neutral
18192,positive
18193,positive
18194,neutral
18195,positive
18196,negative
18197,positive
18198,negative
18199,neutral
18200,neutral
18201,positive
18202,neutral
18203,neutral
18204,negative
18205,positive
18206,neutral
18207,neutral
18208,neutral
18209,neutral
18210,neutral
18211,neutral
18212,neutral
18213,neutral
18214,neutral
18215,neutral
18216,positive
18217,positive
18218,neutral
18219,positive
18220,positive
18221,neutral
18222,negative
18223,positive
18224,positive
18225,positive
18226,negative
18227,positive
18228,negative
18229,positive
18230,neutral
18231,positive
18232,positive
18233,neutral
18234,neutral
18235,negative
18236,neutral
18237,neutral
18238,neutral
18239,positive
18240,neutral
18241,positive
18242,negative
18243,neutral
18244,neutral
18245,positive
18246,neutral
18247,neutral
18248,neutral
18249,negative
18250,neutral
18251,neutral
18252,positive
18253,positive
18254,positive
18255,negative
18256,neutral
18257,negative
18258,positive
18259,neutral
18260,neutral
18261,neutral
18262,positive
18263,neutral
18264,neutral
18265,negative
18266,negative
18267,negative
18268,negative
18269,neutral
18270,neutral
18271,negative
18272,neutral
18273,neutral
18274,negative
18275,negative
18276,negative
18277,neutral
18278,neutral
18279,positive
18280,neutral
18281,neutral
18282,neutral
18283,neutral
18284,neutral
18285,neutral
18286,negative
18287,negative
18288,neutral
18289,negative
18290,positive
18291,negative
18292,positive
18293,negative
18294,neutral
18295,negative
18296,negative
18297,negative
18298,negative
18299,neutral
18300,negative
18301,negative
18302,negative
18303,positive
18304,negative
18305,negative
18306,negative
18307,positive
18308,negative
18309,negative
18310,negative
18311,negative
18312,negative
18313,negative
18314,positive
18315,positive
18316,positive
18317,neutral
18318,negative
18319,negative
18320,neutral
18321,positive
18322,neutral
18323,negative
18324,positive
18325,neutral
18326,negative
18327,negative
18328,positive
18329,neutral
18330,neutral
18331,negative
18332,neutral
18333,neutral
18334,neutral
18335,neutral
18336,negative
18337,negative
18338,neutral
18339,negative
18340,negative
18341,neutral
18342,negative
18343,neutral
18344,neutral
18345,neutral
18346,negative
18347,neutral
18348,negative
18349,negative
18350,neutral
18351,negative
18352,positive
18353,negative
18354,positive
18355,negative
18356,positive
18357,negative
18358,negative
18359,neutral
18360,positive
18361,neutral
18362,negative
18363,negative
18364,neutral
18365,negative
18366,neutral
18367,negative
18368,negative
18369,neutral
18370,positive
18371,positive
18372,negative
18373,negative
18374,negative
18375,negative
18376,positive
18377,positive
18378,negative
18379,neutral
18380,positive
18381,neutral
18382,neutral
18383,positive
18384,neutral
18385,neutral
18386,negative
18387,negative
18388,negative
18389,positive
18390,negative
18391,negative
18392,negative
18393,negative
18394,negative
18395,negative
18396,negative
18397,negative
18398,negative
18399,negative
18400,positive
18401,neutral
18402,negative
18403,negative
18404,positive
18405,neutral
18406,negative
18407,positive
18408,negative
18409,positive
18410,positive
18411,negative
18412,negative
18413,neutral
18414,negative
18415,positive
18416,negative
18417,negative
18418,positive
18419,neutral
18420,negative
18421,negative
18422,negative
18423,neutral
18424,negative
18425,neutral
18426,neutral
18427,neutral
18428,negative
18429,negative
18430,neutral
18431,positive
18432,negative
18433,neutral
18434,negative
18435,neutral
18436,positive
18437,neutral
18438,negative
18439,negative
18440,neutral
18441,positive
18442,negative
18443,neutral
18444,neutral
18445,negative
18446,negative
18447,negative
18448,positive
18449,negative
18450,negative
18451,negative
18452,negative
18453,negative
18454,neutral
18455,negative
18456,negative
18457,neutral
18458,neutral
18459,negative
18460,neutral
18461,negative
18462,neutral
18463,positive
18464,negative
18465,negative
18466,neutral
18467,negative
18468,negative
18469,negative
18470,neutral
18471,neutral
18472,neutral
18473,positive
18474,neutral
18475,negative
18476,negative
18477,positive
18478,neutral
18479,negative
18480,neutral
18481,positive
18482,neutral
18483,neutral
18484,positive
18485,negative
18486,neutral
18487,negative
18488,negative
18489,negative
18490,neutral
18491,neutral
18492,neutral
18493,neutral
18494,negative
18495,negative
18496,negative
18497,negative
18498,positive
18499,negative
18500,neutral
18501,positive
18502,negative
18503,positive
18504,negative
18505,neutral
18506,negative
18507,negative
18508,negative
18509,negative
18510,negative
18511,neutral
18512,negative
18513,negative
18514,negative
18515,negative
18516,neutral
18517,negative
18518,negative
18519,negative
18520,negative
18521,positive
18522,negative
18523,negative
18524,negative
18525,neutral
18526,negative
18527,neutral
18528,negative
18529,negative
18530,neutral
18531,negative
18532,negative
18533,neutral
18534,positive
18535,neutral
18536,positive
18537,negative
18538,neutral
18539,neutral
18540,positive
18541,negative
18542,neutral
18543,negative
18544,negative
18545,negative
18546,negative
18547,negative
18548,negative
18549,neutral
18550,negative
18551,negative
18552,negative
18553,negative
18554,negative
18555,neutral
18556,negative
18557,negative
18558,neutral
18559,neutral
18560,neutral
18561,negative
18562,negative
18563,neutral
18564,neutral
18565,positive
18566,neutral
18567,neutral
18568,negative
18569,negative
18570,negative
18571,negative
18572,negative
18573,neutral
18574,negative
18575,negative
18576,negative
18577,neutral
18578,negative
18579,neutral
18580,negative
18581,negative
18582,negative
18583,positive
18584,negative
18585,neutral
18586,neutral
18587,negative
18588,negative
18589,negative
18590,negative
18591,neutral
18592,neutral
18593,neutral
18594,neutral
18595,neutral
18596,negative
18597,neutral
18598,positive
18599,negative
18600,negative
18601,neutral
18602,neutral
18603,negative
18604,negative
18605,negative
18606,neutral
18607,positive
18608,neutral
18609,neutral
18610,negative
18611,positive
18612,negative
18613,neutral
18614,negative
18615,negative
18616,positive
18617,neutral
18618,negative
18619,negative
18620,negative
18621,positive
18622,negative
18623,positive
18624,negative
18625,neutral
18626,neutral
18627,negative
18628,negative
18629,negative
18630,neutral
18631,negative
18632,negative
18633,positive
18634,negative
18635,positive
18636,neutral
18637,neutral
18638,positive
18639,negative
18640,neutral
18641,neutral
18642,neutral
18643,positive
18644,negative
18645,positive
18646,positive
18647,negative
18648,negative
18649,positive
18650,positive
18651,positive
18652,positive
18653,negative
18654,neutral
18655,neutral
18656,neutral
18657,positive
18658,neutral
18659,negative
18660,negative
18661,neutral
18662,negative
18663,negative
18664,neutral
18665,negative
18666,negative
18667,neutral
18668,positive
18669,negative
18670,negative
18671,neutral
18672,negative
18673,negative
18674,neutral
18675,negative
18676,negative
18677,neutral
18678,positive
18679,neutral
18680,neutral
18681,neutral
18682,neutral
18683,neutral
18684,negative
18685,neutral
18686,neutral
18687,neutral
18688,neutral
18689,neutral
18690,neutral
18691,neutral
18692,neutral
18693,neutral
18694,neutral
18695,positive
18696,negative
18697,neutral
18698,positive
18699,neutral
18700,neutral
18701,neutral
18702,negative
18703,neutral
18704,positive
18705,negative
18706,negative
18707,neutral
18708,neutral
18709,positive
18710,negative
18711,positive
18712,neutral
18713,negative
18714,neutral
18715,neutral
18716,negative
18717,neutral
18718,negative
18719,neutral
18720,negative
18721,negative
18722,negative
18723,negative
18724,negative
18725,negative
18726,negative
18727,negative
18728,negative
18729,positive
18730,negative
18731,neutral
18732,negative
18733,neutral
18734,negative
18735,positive
18736,neutral
18737,negative
18738,negative
18739,neutral
18740,neutral
18741,positive
18742,neutral
18743,neutral
18744,negative
18745,neutral
18746,positive
18747,positive
18748,negative
18749,negative
18750,negative
18751,negative
18752,positive
18753,positive
18754,neutral
18755,negative
18756,negative
18757,negative
18758,neutral
18759,negative
18760,positive
18761,negative
18762,negative
18763,negative
18764,negative
18765,neutral
18766,neutral
18767,negative
18768,negative
18769,negative
18770,neutral
18771,neutral
18772,positive
18773,neutral
18774,neutral
18775,positive
18776,negative
18777,neutral
18778,negative
18779,negative
18780,negative
18781,positive
18782,negative
18783,positive
18784,positive
18785,neutral
18786,negative
18787,positive
18788,positive
18789,positive
18790,neutral
18791,negative
18792,positive
18793,negative
18794,negative
18795,negative
18796,positive
18797,positive
18798,neutral
18799,positive
18800,neutral
18801,negative
18802,negative
18803,neutral
18804,negative
18805,neutral
18806,negative
18807,positive
18808,neutral
18809,neutral
18810,positive
18811,positive
18812,negative
18813,neutral
18814,negative
18815,negative
18816,neutral
18817,positive
18818,negative
18819,positive
18820,negative
18821,neutral
18822,neutral
18823,negative
18824,negative
18825,negative
18826,neutral
18827,negative
18828,negative
18829,negative
18830,negative
18831,negative
18832,negative
18833,negative
18834,positive
18835,negative
18836,negative
18837,negative
18838,negative
18839,negative
18840,negative
18841,neutral
18842,negative
18843,neutral
18844,positive
18845,negative
18846,positive
18847,negative
18848,neutral
18849,positive
18850,neutral
18851,neutral
18852,neutral
18853,positive
18854,negative
18855,neutral
18856,negative
18857,negative
18858,positive
18859,negative
18860,negative
18861,negative
18862,negative
18863,negative
18864,negative
18865,negative
18866,positive
18867,negative
18868,negative
18869,negative
18870,neutral
18871,negative
18872,negative
18873,negative
18874,negative
18875,negative
18876,negative
18877,neutral
18878,negative
18879,negative
18880,negative
18881,negative
18882,negative
18883,negative
18884,neutral
18885,positive
18886,negative
18887,negative
18888,negative
18889,negative
18890,neutral
18891,negative
18892,negative
18893,negative
18894,positive
18895,negative
18896,negative
18897,negative
18898,neutral
18899,neutral
18900,positive
18901,negative
18902,neutral
18903,negative
18904,neutral
18905,negative
18906,negative
18907,negative
18908,negative
18909,neutral
18910,neutral
18911,positive
18912,neutral
18913,positive
18914,negative
18915,positive
18916,neutral
18917,neutral
18918,negative
18919,positive
18920,negative
18921,negative
18922,positive
18923,positive
18924,negative
18925,positive
18926,positive
18927,positive
18928,positive
18929,neutral
18930,negative
18931,neutral
18932,neutral
18933,negative
18934,negative
18935,negative
18936,neutral
18937,positive
18938,negative
18939,negative
18940,negative
18941,positive
18942,positive
18943,negative
18944,neutral
18945,neutral
18946,negative
18947,positive
18948,neutral
18949,negative
18950,neutral
18951,negative
18952,positive
18953,negative
18954,positive
18955,negative
18956,negative
18957,neutral
18958,negative
18959,negative
18960,negative
18961,negative
18962,negative
18963,negative
18964,negative
18965,negative
18966,negative
18967,positive
18968,negative
18969,neutral
18970,neutral
18971,negative
18972,neutral
18973,positive
18974,positive
18975,negative
18976,negative
18977,negative
18978,negative
18979,positive
18980,positive
18981,positive
18982,negative
18983,negative
18984,negative
18985,negative
18986,negative
18987,neutral
18988,positive
18989,neutral
18990,negative
18991,negative
18992,neutral
18993,negative
18994,negative
18995,positive
18996,negative
18997,positive
18998,positive
18999,negative
19000,negative
19001,negative
19002,positive
19003,neutral
19004,negative
19005,positive
19006,negative
19007,neutral
19008,negative
19009,positive
19010,positive
19011,negative
19012,negative
19013,positive
19014,negative
19015,negative
19016,neutral
19017,negative
19018,neutral
19019,negative
